 Si3N4 Density=3.44
 Energy(eV), Delta, Beta
  30.  0.274695814  0.210541397
  30.5225792  0.268233836  0.200173378
  31.054266  0.261640996  0.190320104
  31.5952091  0.254951924  0.180973664
  32.1455765  0.248159409  0.172145218
  32.7055321  0.24132818  0.163898662
  33.2752457  0.234638065  0.15625079
  33.8548775  0.228130296  0.14899078
  34.4446106  0.221740574  0.142074153
  35.0446129  0.215447709  0.135484934
  35.6550674  0.209229812  0.129207388
  36.2761536  0.203033239  0.12322621
  36.908062  0.196527585  0.117527798
  37.5509758  0.190669581  0.113909557
  38.2050934  0.186078399  0.108640991
  38.8706017  0.181007177  0.103621408
  39.5477028  0.175927103  0.0988237411
  40.2365952  0.170897812  0.0942188501
  40.9374924  0.165919065  0.0898212492
  41.6506004  0.16102083  0.0856314152
  42.3761292  0.156216249  0.0816392377
  43.1142921  0.151509061  0.0778357238
  43.8653145  0.146907538  0.074211508
  44.6294212  0.142415792  0.0707583874
  45.4068375  0.138050392  0.0674679652
  46.1977959  0.133831859  0.0642954931
  47.0025291  0.129686862  0.0611864515
  47.8212852  0.125572011  0.0581999272
  48.6543007  0.121514171  0.0553611442
  49.5018311  0.117523603  0.052662693
  50.3641205  0.113598466  0.0500975773
  51.2414322  0.109728664  0.0476591736
  52.1340256  0.10586682  0.0453409962
  53.0421677  0.101826325  0.043145977
  53.9661293  0.0982953832  0.0419945419
  54.9061813  0.0953406468  0.0401996225
  55.8626137  0.0921766087  0.0384117812
  56.8357048  0.0890975296  0.0367052183
  57.8257484  0.0860928819  0.03507616
  58.8330345  0.0831598714  0.0335158743
  59.8578682  0.0803014413  0.0320396349
  60.9005585  0.0775380954  0.0306511596
  61.9614029  0.0748681203  0.0293135084
  63.0407295  0.0722734556  0.0280319788
  64.1388626  0.0697597936  0.0268116836
  65.2561188  0.0673488155  0.0256460682
  66.3928375  0.0650005788  0.0244797245
  67.5493622  0.0627020672  0.0233631898
  68.7260284  0.0604741871  0.0222980473
  69.9231949  0.0583308674  0.0212626383
  71.1412125  0.0562483594  0.0202072207
  72.3804474  0.0541632026  0.0191532262
  73.6412659  0.0520971268  0.0181530993
  74.9240494  0.0500788465  0.0171805136
  76.2291794  0.048070468  0.0162145253
  77.557045  0.04603393  0.015289682
  78.9080353  0.0439889058  0.0144188162
  80.2825623  0.0419536941  0.0136705469
  81.6810379  0.0399782211  0.0129778292
  83.1038666  0.0380391814  0.0123165343
  84.5514908  0.0360889807  0.0116937356
  86.0243225  0.0341607258  0.0111473538
  87.5228119  0.0322656073  0.0106281806
  89.0474014  0.0303625483  0.0101342928
  90.5985489  0.0284274425  0.00966611505
  92.1767197  0.0264277421  0.00922836643
  93.7823792  0.0243175309  0.00881858263
  95.416008  0.0219894983  0.00842982717
  97.0780945  0.0191705581  0.00806485303
  98.7691345  0.0146960076  0.0077389637
  100.489624  0.00710318843  0.0166531857
  102.240089  0.0170945525  0.0165169127
  104.021049  0.0161041189  0.0146071259
  105.833031  0.013029323  0.0154600991
  107.676582  0.0133389151  0.0169586465
  109.552238  0.013310221  0.0172151048
  111.460571  0.0128724007  0.0179501101
  113.402138  0.0126793068  0.018300103
  115.377533  0.0121758068  0.0190491695
  117.387337  0.0124796387  0.0202765018
  119.432152  0.0134851774  0.0205941964
  121.512581  0.0138909426  0.0206255782
  123.62925  0.0145612545  0.0203435943
  125.782799  0.014847639  0.0199637227
  127.973854  0.01498417  0.0196844172
  130.203079  0.0152510377  0.0196058229
  132.47113  0.0159713011  0.0193993952
  134.778702  0.016736282  0.0183130819
  137.12645  0.0165059809  0.0169252064
  139.515106  0.0158855375  0.016309306
  141.945374  0.0156380869  0.0158316158
  144.417969  0.0151515231  0.015524812
  146.93364  0.0150207141  0.0153033538
  149.493134  0.0149829891  0.014903388
  152.097198  0.0148755545  0.0148979835
  154.746643  0.0150196971  0.0137786986
  157.44223  0.0143684614  0.0134385787
  160.184769  0.0141295074  0.013359651
  162.975098  0.0140455123  0.0133692129
  165.814026  0.0142692281  0.0131286113
  168.702393  0.0145077547  0.0128236096
  171.641083  0.0149478717  0.0121068461
  174.630966  0.0149175888  0.0110592712
  177.672913  0.0144312801  0.010211614
  180.767868  0.0138907488  0.00970508531
  183.916733  0.0136365304  0.00927968323
  187.120438  0.0132771628  0.00887230132
  190.379959  0.0129621085  0.00847756304
  193.696259  0.0126548009  0.00809595454
  197.070328  0.0123505658  0.00773167005
  200.503159  0.0120465932  0.00738391653
  203.995804  0.0117421569  0.00705883186
  207.549271  0.0114483144  0.00675480533
  211.164673  0.0111654578  0.00646495819
  214.843018  0.0108911199  0.00618770113
  218.585449  0.0106321834  0.00592190446
  222.393066  0.0103844367  0.00565797975
  226.266998  0.0101327458  0.00538341934
  230.208435  0.00987427682  0.00512223039
  234.218521  0.00961538218  0.00487377308
  238.298462  0.00935844053  0.00463742809
  242.449463  0.0091049457  0.0044126045
  246.672791  0.00885802694  0.00419871556
  250.969681  0.00861578062  0.00398922293
  255.3414  0.00837345235  0.00378635363
  259.789307  0.00813229475  0.00359347183
  264.314667  0.00789392646  0.00341044529
  268.918854  0.00765913306  0.00323675596
  273.603241  0.00742831314  0.00307193468
  278.369232  0.00720181502  0.00291553163
  283.218231  0.00697988551  0.00276711071
  288.151733  0.00676272251  0.00262625935
  293.171143  0.00655073905  0.00249259593
  298.278015  0.00634405622  0.00236481312
  303.473816  0.0061415853  0.00224166806
  308.760132  0.00594243873  0.00212421571
  314.13855  0.00574689917  0.00201234175
  319.610657  0.00555467  0.00190582569
  325.17807  0.00536567252  0.00180493121
  330.842468  0.00517993793  0.00170940859
  336.60553  0.00499744434  0.00161897414
  342.468964  0.00481801247  0.00153335428
  348.43457  0.00464131683  0.00145228987
  354.504089  0.00446699094  0.00137553853
  360.679321  0.00429480011  0.00130286859
  366.962128  0.00412399415  0.00123225315
  373.35437  0.00395055348  0.00116200489
  379.857971  0.00376988924  0.00109511835
  386.474854  0.00357802794  0.00103209144
  393.20697  0.00336504378  0.000972698675
  400.056396  0.00310201827  0.000916730147
  407.025146  0.00263891532  0.000863989757
  414.115234  0.00268960465  0.00176021911
  421.328888  0.0029241119  0.00166126795
  428.668152  0.002985548  0.00156787771
  436.135284  0.00299107982  0.00147974025
  443.732513  0.00296887243  0.0013965565
